1.0000,0.8983
2.0000,0.8668
3.0000,0.9328
4.0000,0.9020
5.0000,0.9430
6.0000,0.9567
7.0000,0.9032
8.0000,0.9544
9.0000,0.9849
10.0000,0.9878
11.0000,1.0294
12.0000,1.0927
13.0000,1.0303
14.0000,1.0082
15.0000,1.0575
16.0000,0.9809
17.0000,0.9831
18.0000,1.0566
19.0000,1.0056
20.0000,1.0423
21.0000,0.9537
22.0000,1.0661
23.0000,0.9482
24.0000,0.9643
25.0000,1.1193
26.0000,0.8834
27.0000,0.9253
28.0000,0.9507
29.0000,1.0072
30.0000,0.7535
31.0000,0.7901
32.0000,0.8917
33.0000,0.7775
34.0000,0.8043
35.0000,0.8786
36.0000,0.7016
37.0000,0.7242
38.0000,0.7435
39.0000,0.7047
40.0000,0.6811
41.0000,0.6641
42.0000,0.6034
43.0000,0.5808
44.0000,0.4792
45.0000,0.4728
46.0000,0.5271
47.0000,0.3828
48.0000,0.2790
49.0000,0.2787
50.0000,0.2799
51.0000,0.2256
52.0000,0.2385
53.0000,0.0766
54.0000,0.0352
55.0000,0.0451
56.0000,-0.1140
57.0000,-0.0417
58.0000,-0.0921
59.0000,-0.2293
60.0000,-0.3168
61.0000,-0.3669
62.0000,-0.2674
63.0000,-0.3377
64.0000,-0.4680
65.0000,-0.4065
66.0000,-0.4946
67.0000,-0.5782
68.0000,-0.6243
69.0000,-0.7102
70.0000,-0.8095
71.0000,-0.8226
72.0000,-0.8003
73.0000,-0.8592
74.0000,-0.9010
75.0000,-0.8917
76.0000,-0.9208
77.0000,-0.9721
78.0000,-1.1519
79.0000,-1.0506
80.0000,-1.1909
81.0000,-1.1444
82.0000,-1.0950
83.0000,-1.2308
84.0000,-1.2049
85.0000,-1.2899
86.0000,-1.2784
87.0000,-1.3310
88.0000,-1.4594
89.0000,-1.3675
90.0000,-1.5176
91.0000,-1.4594
92.0000,-1.4841
93.0000,-1.4961
94.0000,-1.5688
95.0000,-1.6683
96.0000,-1.5728
97.0000,-1.6877
