1.0000,0.3222
2.0000,-0.1394
3.0000,-0.3262
4.0000,-0.1344
5.0000,-0.4513
6.0000,-0.3270
7.0000,-0.2789
8.0000,-0.5033
9.0000,-0.5412
10.0000,-0.4955
11.0000,-0.3322
12.0000,-0.7905
13.0000,-1.1182
14.0000,-0.4765
15.0000,-1.0657
16.0000,-1.1124
17.0000,-0.6774
18.0000,-1.0656
19.0000,-1.0267
20.0000,-1.4932
21.0000,-1.1383
22.0000,-1.4429
23.0000,-1.3364
24.0000,-1.1986
25.0000,-1.1782
26.0000,-1.8771
27.0000,-1.4732
28.0000,-1.7049
29.0000,-1.7991
30.0000,-1.7122
31.0000,-2.0438
32.0000,-1.7254
33.0000,-2.1420
34.0000,-1.8386
35.0000,-2.0541
36.0000,-2.4299
37.0000,-2.4975
38.0000,-2.2938
39.0000,-2.4117
40.0000,-2.0748
41.0000,-2.4245
42.0000,-2.4999
43.0000,-2.8381
44.0000,-2.4883
45.0000,-2.8057
46.0000,-3.0981
47.0000,-3.1282
48.0000,-2.6236
49.0000,-3.1190
50.0000,-3.3245
51.0000,-3.0202
52.0000,-3.0378
53.0000,-2.9698
54.0000,-3.3806
55.0000,-3.2743
56.0000,-3.5220
57.0000,-3.9299
58.0000,-3.5104
59.0000,-3.1722
60.0000,-3.9564
61.0000,-3.6375
62.0000,-3.6778
63.0000,-3.8083
64.0000,-3.9978
65.0000,-3.9200
66.0000,-3.3859
67.0000,-4.0913
68.0000,-4.0628
69.0000,-3.9801
70.0000,-4.0346
71.0000,-4.4004
72.0000,-3.9882
73.0000,-4.4215
74.0000,-4.3204
75.0000,-4.3469
76.0000,-4.6271
77.0000,-4.8434
78.0000,-4.5545
79.0000,-4.4667
80.0000,-4.7040
81.0000,-4.7785
82.0000,-4.5799
83.0000,-4.8619
84.0000,-5.0878
85.0000,-4.9389
86.0000,-5.1167
87.0000,-4.9969
88.0000,-4.9720
89.0000,-5.1941
90.0000,-4.8042
91.0000,-5.4277
92.0000,-5.5220
93.0000,-5.6797
94.0000,-5.4796
95.0000,-5.7243
96.0000,-5.5089
97.0000,-6.0170
98.0000,-5.6854
99.0000,-5.4619
100.0000,-5.9013
101.0000,-5.8039
102.0000,-5.6149
103.0000,-5.6539
104.0000,-6.1097
105.0000,-5.8668
106.0000,-5.8586
107.0000,-6.1999
108.0000,-6.4952
109.0000,-6.7801
110.0000,-6.2059
111.0000,-6.1106
112.0000,-5.9152
113.0000,-6.0893
114.0000,-6.3123
115.0000,-6.6931
116.0000,-7.0352
117.0000,-6.8775
118.0000,-7.1888
119.0000,-6.6797
120.0000,-6.7978
121.0000,-6.4665
122.0000,-6.6642
123.0000,-6.7769
124.0000,-6.9157
125.0000,-6.9565
126.0000,-7.4152
127.0000,-7.4243
128.0000,-7.0407
129.0000,-6.8903
130.0000,-7.2320
131.0000,-7.4370
132.0000,-7.3971
133.0000,-7.0874
134.0000,-7.8927
135.0000,-7.8090
136.0000,-7.6247
137.0000,-7.4273
138.0000,-7.6881
139.0000,-7.6000
140.0000,-7.6760
141.0000,-7.8166
142.0000,-7.7136
143.0000,-7.6330
144.0000,-7.5911
145.0000,-7.6059
146.0000,-7.9850
147.0000,-7.8172
148.0000,-7.5936
149.0000,-8.5091
150.0000,-8.2949
151.0000,-7.7174
152.0000,-8.5566
153.0000,-7.8949
154.0000,-8.2908
155.0000,-8.1134
156.0000,-8.0456
157.0000,-8.1589
158.0000,-8.5240
159.0000,-8.5574
160.0000,-8.5376
161.0000,-7.7195
162.0000,-8.4673
163.0000,-8.6668
164.0000,-8.3448
165.0000,-8.3426
166.0000,-8.5937
167.0000,-8.6904
168.0000,-8.4192
169.0000,-9.1415
170.0000,-8.9106
171.0000,-9.2434
172.0000,-9.4383
173.0000,-8.6057
174.0000,-8.8483
175.0000,-9.1778
176.0000,-9.1021
177.0000,-8.7141
178.0000,-8.5365
179.0000,-8.8067
180.0000,-8.9805
181.0000,-8.7165
182.0000,-8.4708
183.0000,-9.4492
184.0000,-9.0390
185.0000,-9.7491
186.0000,-9.1894
187.0000,-8.7586
188.0000,-8.8101
189.0000,-9.7220
190.0000,-9.0651
191.0000,-9.5961
192.0000,-9.1808
193.0000,-9.5509
194.0000,-9.5272
195.0000,-9.3064
196.0000,-9.5342
197.0000,-9.5903
198.0000,-9.2543
199.0000,-9.8411
200.0000,-9.5869
201.0000,-9.7748
202.0000,-9.4265
203.0000,-9.7438
204.0000,-9.3771
205.0000,-9.4820
206.0000,-9.1295
207.0000,-9.4336
208.0000,-9.7823
209.0000,-10.0382
210.0000,-9.0526
211.0000,-9.7370
212.0000,-9.2638
213.0000,-9.4604
214.0000,-9.4149
215.0000,-9.7978
216.0000,-10.1665
217.0000,-9.8271
218.0000,-10.4581
219.0000,-9.6320
220.0000,-9.5370
221.0000,-9.4635
222.0000,-9.8048
223.0000,-9.4791
224.0000,-9.9321
225.0000,-9.9092
226.0000,-9.8586
227.0000,-9.5700
228.0000,-10.0491
229.0000,-10.0250
230.0000,-9.7030
231.0000,-10.1949
232.0000,-9.9125
233.0000,-9.9551
234.0000,-9.7272
235.0000,-10.8374
236.0000,-10.0268
237.0000,-9.7267
238.0000,-9.7880
239.0000,-10.3479
240.0000,-9.5359
241.0000,-9.8114
242.0000,-10.0388
243.0000,-10.4431
244.0000,-10.0616
245.0000,-9.9197
246.0000,-9.6817
247.0000,-10.0733
248.0000,-9.7106
249.0000,-9.9498
250.0000,-9.9988
251.0000,-10.4107
252.0000,-10.0140
253.0000,-9.6620
254.0000,-10.3824
255.0000,-10.0389
256.0000,-10.2363
257.0000,-10.4128
258.0000,-10.3452
259.0000,-10.6239
260.0000,-10.0417
261.0000,-9.7638
262.0000,-9.8685
263.0000,-9.8225
264.0000,-10.3121
265.0000,-9.9824
266.0000,-9.5422
267.0000,-10.4989
268.0000,-9.7321
269.0000,-10.2621
270.0000,-9.5090
271.0000,-9.9474
272.0000,-10.0545
273.0000,-10.2471
274.0000,-10.1321
275.0000,-9.5899
276.0000,-10.4584
277.0000,-9.7456
278.0000,-10.2220
279.0000,-9.4095
280.0000,-9.8461
281.0000,-10.0018
282.0000,-9.9421
283.0000,-9.8901
284.0000,-9.7475
285.0000,-9.8648
286.0000,-9.9271
287.0000,-9.9168
288.0000,-9.8285
289.0000,-9.7240
290.0000,-9.8958
291.0000,-9.7400
292.0000,-9.9970
293.0000,-9.4919
294.0000,-9.4303
295.0000,-9.6081
296.0000,-9.1231
297.0000,-9.2828
298.0000,-9.8978
299.0000,-9.2491
300.0000,-9.6673
301.0000,-9.4388
302.0000,-9.0586
303.0000,-9.8943
304.0000,-9.3528
305.0000,-9.5155
306.0000,-9.2907
